body,label
Your account settings have been updated as requested.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://microsoft-login-308.com.info/login/update/",1
We noticed unusual login attempts. Confirm your account here: http://apple-reset-381.com.tk/reset/update/,1
Thank you for your feedback. We appreciate your input.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://amazon-support-457.com.xyz/support/update/",1
Final notice: click here to keep your account active: http://microsoft-signin-211.com.tk/signin/account/,1
We noticed unusual login attempts. Confirm your account here: http://facebook-support-739.com.gq,1
Thank you for your feedback. We appreciate your input.,0
Thank you for your feedback. We appreciate your input.,0
Your account is at risk. Reactivate now: http://amazon-verify-726.com.tk/verify/update/,1
Welcome to our weekly newsletter. Here are the top stories...,0
Your latest bank statement is now available in your online banking portal.,0
Welcome to our weekly newsletter. Here are the top stories...,0
Welcome to our weekly newsletter. Here are the top stories...,0
Thank you for your feedback. We appreciate your input.,0
Thank you for your feedback. We appreciate your input.,0
You're invited to our annual event! RSVP here.,0
You're invited to our annual event! RSVP here.,0
You're invited to our annual event! RSVP here.,0
Welcome to our weekly newsletter. Here are the top stories...,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://paypal-alert-753.com.cc/verify/",1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://apple-confirm-839.com.ru/confirm/account/",1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Final notice: click here to keep your account active: http://google-update-274.com.cc/verify/,1
You're invited to our annual event! RSVP here.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
You're invited to our annual event! RSVP here.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://microsoft-bank-225.com.tk/bank/account/",1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Final notice: click here to keep your account active: http://google-alert-953.com.ml/alert/update/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://chase-update-876.com.tk",1
Your account settings have been updated as requested.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
We noticed unusual login attempts. Confirm your account here: http://ebay-secure-736.com.cc/verify/,1
Security alert! Review activity: http://bankofamerica-security-122.com.info/security/update/,1
Your latest bank statement is now available in your online banking portal.,0
Your payment failed. Update your information: http://bankofamerica-alert-864.com.cc/alert/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://ebay-verify-298.com.info/secure/",1
Final notice: click here to keep your account active: http://chase-account-551.com.top/verify/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Immediate action required: reset your password at http://chase-alert-914.com.gq/alert/update/,1
Your password was changed successfully. No further action is needed.,0
The project is on track for completion. Let me know if you need anything else.,0
Security alert! Review activity: http://google-signin-852.com.top/verify/,1
Your payment failed. Update your information: http://apple-confirm-838.com.cc/confirm/,1
Immediate action required: reset your password at http://apple-account-779.com.info/account/update/,1
Final notice: click here to keep your account active: http://google-signin-931.com.pw,1
Welcome to our weekly newsletter. Here are the top stories...,0
Your latest bank statement is now available in your online banking portal.,0
Your payment failed. Update your information: http://paypal-update-608.com.pw/update/account/,1
Your account settings have been updated as requested.,0
You're invited to our annual event! RSVP here.,0
Security alert! Review activity: http://amazon-bank-444.com.top,1
You're invited to our annual event! RSVP here.,0
Your latest bank statement is now available in your online banking portal.,0
Unlock your account by confirming your details here: http://paypal-reset-384.com.gq/reset/,1
You're invited to our annual event! RSVP here.,0
Welcome to our weekly newsletter. Here are the top stories...,0
The project is on track for completion. Let me know if you need anything else.,0
Your account will be deleted if not verified: http://microsoft-alert-349.com.cn/verify/,1
You're invited to our annual event! RSVP here.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your payment failed. Update your information: http://google-alert-579.com.xyz/alert/account/,1
The project is on track for completion. Let me know if you need anything else.,0
Your latest bank statement is now available in your online banking portal.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your account is at risk. Reactivate now: http://microsoft-confirm-608.com.ru,1
Your account is at risk. Reactivate now: http://bankofamerica-update-318.com.top/secure/,1
Immediate action required: reset your password at http://apple-secure-952.com.cn,1
Your account is at risk. Reactivate now: http://apple-account-742.com.ml/verify/,1
Security alert! Review activity: http://bankofamerica-update-271.com.info/verify/,1
Immediate action required: reset your password at http://ebay-login-934.com.tk,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://chase-security-437.com.cn/security/account/",1
Immediate action required: reset your password at http://microsoft-update-740.com.top/secure/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Thank you for your feedback. We appreciate your input.,0
The project is on track for completion. Let me know if you need anything else.,0
Welcome to our weekly newsletter. Here are the top stories...,0
Your account settings have been updated as requested.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://google-login-309.com.cc/login/update/",1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
We noticed unusual login attempts. Confirm your account here: http://microsoft-security-331.com.tk/security/account/,1
You're invited to our annual event! RSVP here.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://microsoft-login-156.com.cn/login/",1
Immediate action required: reset your password at http://google-bank-243.com.info/verify/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Thank you for your feedback. We appreciate your input.,0
Your account settings have been updated as requested.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://paypal-secure-875.com.xyz/secure/update/",1
Your account will be deleted if not verified: http://facebook-update-561.com.tk/update/,1
Your account is at risk. Reactivate now: http://dropbox-support-502.com.top/support/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your latest bank statement is now available in your online banking portal.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Immediate action required: reset your password at http://dropbox-account-969.com.cn/verify/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your payment failed. Update your information: http://chase-login-558.com.info/login/account/,1
You're invited to our annual event! RSVP here.,0
Immediate action required: reset your password at http://amazon-login-701.com.info/verify/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://paypal-bank-404.com.cc/bank/account/",1
Your account is at risk. Reactivate now: http://microsoft-update-931.com.ml/update/account/,1
The project is on track for completion. Let me know if you need anything else.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Unlock your account by confirming your details here: http://google-secure-895.com.top/secure/account/,1
Welcome to our weekly newsletter. Here are the top stories...,0
Your account settings have been updated as requested.,0
Your account will be deleted if not verified: http://dropbox-verify-864.com.pw/secure/,1
Your latest bank statement is now available in your online banking portal.,0
Welcome to our weekly newsletter. Here are the top stories...,0
Thank you for your feedback. We appreciate your input.,0
You're invited to our annual event! RSVP here.,0
The project is on track for completion. Let me know if you need anything else.,0
Your latest bank statement is now available in your online banking portal.,0
Your password was changed successfully. No further action is needed.,0
Final notice: click here to keep your account active: http://chase-update-817.com.top,1
Your latest bank statement is now available in your online banking portal.,0
We noticed unusual login attempts. Confirm your account here: http://microsoft-support-602.com.ml/verify/,1
Your payment failed. Update your information: http://microsoft-verify-513.com.ru/verify/account/,1
Your account settings have been updated as requested.,0
Your account is at risk. Reactivate now: http://google-account-253.com.xyz/account/update/,1
Thank you for your feedback. We appreciate your input.,0
You're invited to our annual event! RSVP here.,0
We noticed unusual login attempts. Confirm your account here: http://paypal-signin-770.com.ru/signin/update/,1
Final notice: click here to keep your account active: http://chase-login-748.com.top/login/,1
The project is on track for completion. Let me know if you need anything else.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
You're invited to our annual event! RSVP here.,0
Your password was changed successfully. No further action is needed.,0
We noticed unusual login attempts. Confirm your account here: http://ebay-unlock-546.com.cn/unlock/account/,1
Your account will be deleted if not verified: http://facebook-verify-519.com.cn/verify/update/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Final notice: click here to keep your account active: http://apple-security-633.com.ml/security/update/,1
Unlock your account by confirming your details here: http://chase-signin-452.com.ru/secure/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://amazon-login-412.com.top/login/",1
We noticed unusual login attempts. Confirm your account here: http://chase-login-238.com.ru/login/account/,1
Unlock your account by confirming your details here: http://facebook-bank-931.com.ml/bank/update/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Unlock your account by confirming your details here: http://ebay-signin-537.com.ru/verify/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your latest bank statement is now available in your online banking portal.,0
We noticed unusual login attempts. Confirm your account here: http://ebay-support-557.com.ru/support/,1
Immediate action required: reset your password at http://apple-confirm-806.com.tk/verify/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://paypal-bank-106.com.ml/verify/",1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://microsoft-alert-431.com.info/alert/update/",1
Your password was changed successfully. No further action is needed.,0
Thank you for your feedback. We appreciate your input.,0
We noticed unusual login attempts. Confirm your account here: http://microsoft-signin-582.com.tk/signin/account/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://facebook-alert-857.com.tk/alert/update/",1
Your password was changed successfully. No further action is needed.,0
You're invited to our annual event! RSVP here.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Final notice: click here to keep your account active: http://ebay-unlock-540.com.tk/unlock/update/,1
Your account is at risk. Reactivate now: http://bankofamerica-security-302.com.cc/verify/,1
Unlock your account by confirming your details here: http://ebay-support-346.com.cc/support/,1
Thank you for your feedback. We appreciate your input.,0
Immediate action required: reset your password at http://microsoft-unlock-872.com.gq/unlock/update/,1
You're invited to our annual event! RSVP here.,0
Security alert! Review activity: http://google-account-643.com.ru,1
Welcome to our weekly newsletter. Here are the top stories...,0
Immediate action required: reset your password at http://chase-confirm-800.com.top/confirm/account/,1
Security alert! Review activity: http://chase-alert-376.com.gq/secure/,1
Immediate action required: reset your password at http://facebook-signin-382.com.info/signin/account/,1
The project is on track for completion. Let me know if you need anything else.,0
Your payment failed. Update your information: http://microsoft-update-832.com.info/update/update/,1
Your account is at risk. Reactivate now: http://microsoft-security-285.com.ru/verify/,1
We noticed unusual login attempts. Confirm your account here: http://ebay-support-993.com.info/support/update/,1
Thank you for your feedback. We appreciate your input.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://facebook-login-112.com.gq/login/",1
Final notice: click here to keep your account active: http://bankofamerica-reset-854.com.xyz,1
Unlock your account by confirming your details here: http://ebay-support-604.com.gq,1
You're invited to our annual event! RSVP here.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://google-update-604.com.cn/secure/",1
The project is on track for completion. Let me know if you need anything else.,0
Your account is at risk. Reactivate now: http://chase-login-314.com.ru/verify/,1
Your latest bank statement is now available in your online banking portal.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
The project is on track for completion. Let me know if you need anything else.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your password was changed successfully. No further action is needed.,0
Immediate action required: reset your password at http://amazon-confirm-869.com.pw/confirm/account/,1
We noticed unusual login attempts. Confirm your account here: http://chase-login-263.com.top,1
Welcome to our weekly newsletter. Here are the top stories...,0
We noticed unusual login attempts. Confirm your account here: http://google-support-559.com.xyz/support/account/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Thank you for your feedback. We appreciate your input.,0
Final notice: click here to keep your account active: http://amazon-support-382.com.info/verify/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://paypal-alert-509.com.ml/verify/",1
Thank you for your feedback. We appreciate your input.,0
Welcome to our weekly newsletter. Here are the top stories...,0
The project is on track for completion. Let me know if you need anything else.,0
Final notice: click here to keep your account active: http://ebay-reset-810.com.tk,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your password was changed successfully. No further action is needed.,0
Immediate action required: reset your password at http://amazon-alert-415.com.cn/alert/account/,1
Security alert! Review activity: http://bankofamerica-confirm-759.com.cn/secure/,1
Your payment failed. Update your information: http://ebay-support-563.com.pw/support/,1
Your payment failed. Update your information: http://ebay-account-800.com.info/verify/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://microsoft-confirm-699.com.gq/confirm/",1
Immediate action required: reset your password at http://apple-unlock-497.com.tk/unlock/,1
The project is on track for completion. Let me know if you need anything else.,0
Your payment failed. Update your information: http://ebay-signin-245.com.cn,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your latest bank statement is now available in your online banking portal.,0
Your latest bank statement is now available in your online banking portal.,0
Your latest bank statement is now available in your online banking portal.,0
The project is on track for completion. Let me know if you need anything else.,0
Your password was changed successfully. No further action is needed.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://google-secure-361.com.tk/secure/account/",1
You're invited to our annual event! RSVP here.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://microsoft-bank-496.com.cn/secure/",1
Your account is at risk. Reactivate now: http://paypal-confirm-967.com.xyz,1
We noticed unusual login attempts. Confirm your account here: http://bankofamerica-confirm-638.com.info/secure/,1
Unlock your account by confirming your details here: http://dropbox-security-569.com.ml/security/account/,1
Final notice: click here to keep your account active: http://google-signin-198.com.tk/signin/update/,1
We noticed unusual login attempts. Confirm your account here: http://apple-reset-863.com.info/reset/update/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://dropbox-reset-758.com.top/reset/",1
Immediate action required: reset your password at http://dropbox-unlock-959.com.pw/unlock/,1
Security alert! Review activity: http://paypal-verify-823.com.ml/verify/account/,1
Your account is at risk. Reactivate now: http://facebook-account-757.com.xyz/verify/,1
You're invited to our annual event! RSVP here.,0
The project is on track for completion. Let me know if you need anything else.,0
Final notice: click here to keep your account active: http://amazon-support-894.com.ml/support/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://google-secure-190.com.pw/secure/",1
Your account settings have been updated as requested.,0
Unlock your account by confirming your details here: http://paypal-security-111.com.top/security/account/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://ebay-verify-976.com.top/secure/",1
Your account will be deleted if not verified: http://facebook-secure-348.com.ml/secure/,1
Welcome to our weekly newsletter. Here are the top stories...,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your password was changed successfully. No further action is needed.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://bankofamerica-unlock-194.com.ml",1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
We noticed unusual login attempts. Confirm your account here: http://microsoft-security-131.com.xyz,1
Security alert! Review activity: http://chase-verify-291.com.info/verify/update/,1
Welcome to our weekly newsletter. Here are the top stories...,0
We noticed unusual login attempts. Confirm your account here: http://dropbox-security-149.com.pw/security/account/,1
Your password was changed successfully. No further action is needed.,0
Your account will be deleted if not verified: http://bankofamerica-account-137.com.info/account/account/,1
Final notice: click here to keep your account active: http://facebook-unlock-726.com.top,1
Your account will be deleted if not verified: http://apple-alert-963.com.tk/verify/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your payment failed. Update your information: http://chase-alert-864.com.top,1
Thank you for your feedback. We appreciate your input.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your payment failed. Update your information: http://google-secure-570.com.info/secure/,1
Your latest bank statement is now available in your online banking portal.,0
Your account settings have been updated as requested.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://apple-security-478.com.cc",1
You're invited to our annual event! RSVP here.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your account is at risk. Reactivate now: http://chase-account-370.com.pw/secure/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your account settings have been updated as requested.,0
Thank you for your feedback. We appreciate your input.,0
We noticed unusual login attempts. Confirm your account here: http://dropbox-signin-795.com.ml/verify/,1
Welcome to our weekly newsletter. Here are the top stories...,0
Your latest bank statement is now available in your online banking portal.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://apple-verify-519.com.xyz/verify/",1
Unlock your account by confirming your details here: http://chase-support-356.com.info,1
Immediate action required: reset your password at http://amazon-alert-711.com.top/alert/,1
Final notice: click here to keep your account active: http://paypal-update-691.com.gq/update/,1
Welcome to our weekly newsletter. Here are the top stories...,0
Welcome to our weekly newsletter. Here are the top stories...,0
Unlock your account by confirming your details here: http://google-unlock-730.com.top/unlock/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your account is at risk. Reactivate now: http://bankofamerica-signin-347.com.tk/signin/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://apple-support-796.com.top/verify/",1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Unlock your account by confirming your details here: http://facebook-secure-475.com.xyz,1
Security alert! Review activity: http://ebay-signin-246.com.info/signin/,1
You're invited to our annual event! RSVP here.,0
Your account will be deleted if not verified: http://microsoft-login-990.com.pw/secure/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://apple-alert-985.com.cc/alert/update/",1
We noticed unusual login attempts. Confirm your account here: http://facebook-verify-468.com.ru/verify/,1
Thank you for your feedback. We appreciate your input.,0
Final notice: click here to keep your account active: http://dropbox-login-719.com.ru/verify/,1
The project is on track for completion. Let me know if you need anything else.,0
Your account settings have been updated as requested.,0
Welcome to our weekly newsletter. Here are the top stories...,0
Welcome to our weekly newsletter. Here are the top stories...,0
Your account will be deleted if not verified: http://google-reset-832.com.top,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://chase-login-843.com.ml",1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://facebook-update-471.com.info",1
The project is on track for completion. Let me know if you need anything else.,0
Final notice: click here to keep your account active: http://facebook-signin-503.com.cc/signin/,1
Unlock your account by confirming your details here: http://bankofamerica-login-557.com.gq/login/,1
Immediate action required: reset your password at http://ebay-account-749.com.tk,1
Unlock your account by confirming your details here: http://dropbox-confirm-529.com.ml/confirm/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://amazon-alert-508.com.info/alert/",1
Your password was changed successfully. No further action is needed.,0
Welcome to our weekly newsletter. Here are the top stories...,0
We noticed unusual login attempts. Confirm your account here: http://bankofamerica-support-493.com.cc/support/account/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Welcome to our weekly newsletter. Here are the top stories...,0
Your account will be deleted if not verified: http://microsoft-account-769.com.ru/account/update/,1
Your latest bank statement is now available in your online banking portal.,0
Immediate action required: reset your password at http://paypal-login-915.com.ru,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your account is at risk. Reactivate now: http://google-alert-819.com.ru/alert/account/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
The project is on track for completion. Let me know if you need anything else.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your account will be deleted if not verified: http://amazon-account-349.com.pw/verify/,1
The project is on track for completion. Let me know if you need anything else.,0
Your password was changed successfully. No further action is needed.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
The project is on track for completion. Let me know if you need anything else.,0
Immediate action required: reset your password at http://microsoft-alert-800.com.cc/secure/,1
Your password was changed successfully. No further action is needed.,0
Immediate action required: reset your password at http://facebook-secure-705.com.gq/verify/,1
Immediate action required: reset your password at http://microsoft-update-876.com.top/update/update/,1
Your account settings have been updated as requested.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your latest bank statement is now available in your online banking portal.,0
Immediate action required: reset your password at http://amazon-support-703.com.xyz/support/account/,1
Your latest bank statement is now available in your online banking portal.,0
Your account is at risk. Reactivate now: http://bankofamerica-support-198.com.tk,1
Your account settings have been updated as requested.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your password was changed successfully. No further action is needed.,0
Your payment failed. Update your information: http://bankofamerica-update-983.com.ru/verify/,1
You're invited to our annual event! RSVP here.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Welcome to our weekly newsletter. Here are the top stories...,0
We noticed unusual login attempts. Confirm your account here: http://bankofamerica-update-623.com.gq,1
Final notice: click here to keep your account active: http://bankofamerica-confirm-558.com.top/verify/,1
Your account will be deleted if not verified: http://facebook-alert-602.com.gq/alert/update/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://paypal-verify-993.com.xyz/verify/update/",1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Final notice: click here to keep your account active: http://amazon-security-174.com.tk,1
Welcome to our weekly newsletter. Here are the top stories...,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://google-account-375.com.tk/verify/",1
Your account will be deleted if not verified: http://facebook-reset-576.com.ru/reset/update/,1
Your account will be deleted if not verified: http://bankofamerica-signin-614.com.cn/signin/update/,1
The project is on track for completion. Let me know if you need anything else.,0
Your account settings have been updated as requested.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Final notice: click here to keep your account active: http://amazon-bank-584.com.top/bank/account/,1
Unlock your account by confirming your details here: http://amazon-support-584.com.top/secure/,1
We noticed unusual login attempts. Confirm your account here: http://dropbox-secure-111.com.ru/verify/,1
The project is on track for completion. Let me know if you need anything else.,0
Your account will be deleted if not verified: http://chase-secure-645.com.pw/secure/update/,1
Your account will be deleted if not verified: http://facebook-update-842.com.gq/update/update/,1
Unlock your account by confirming your details here: http://ebay-bank-478.com.gq/secure/,1
You're invited to our annual event! RSVP here.,0
You're invited to our annual event! RSVP here.,0
Final notice: click here to keep your account active: http://dropbox-secure-683.com.cn,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your latest bank statement is now available in your online banking portal.,0
Your payment failed. Update your information: http://ebay-support-992.com.cc/verify/,1
Your account is at risk. Reactivate now: http://chase-verify-172.com.tk/verify/,1
Your account will be deleted if not verified: http://microsoft-secure-563.com.tk/secure/update/,1
Your account will be deleted if not verified: http://amazon-signin-782.com.ru/signin/update/,1
Welcome to our weekly newsletter. Here are the top stories...,0
Your payment failed. Update your information: http://bankofamerica-update-519.com.top,1
Immediate action required: reset your password at http://bankofamerica-update-612.com.ru/update/update/,1
The project is on track for completion. Let me know if you need anything else.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
The project is on track for completion. Let me know if you need anything else.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://paypal-account-919.com.top/account/",1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://google-support-390.com.top/support/update/",1
We noticed unusual login attempts. Confirm your account here: http://facebook-alert-197.com.cc/alert/account/,1
Welcome to our weekly newsletter. Here are the top stories...,0
Thank you for your feedback. We appreciate your input.,0
We noticed unusual login attempts. Confirm your account here: http://apple-bank-827.com.tk/bank/,1
Your account will be deleted if not verified: http://dropbox-verify-916.com.cn/verify/update/,1
Your payment failed. Update your information: http://chase-bank-209.com.ml/bank/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Security alert! Review activity: http://facebook-confirm-149.com.xyz/confirm/account/,1
You're invited to our annual event! RSVP here.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Final notice: click here to keep your account active: http://apple-verify-440.com.info,1
Your account is at risk. Reactivate now: http://facebook-login-651.com.cn/verify/,1
Final notice: click here to keep your account active: http://chase-security-908.com.info/security/,1
You're invited to our annual event! RSVP here.,0
We noticed unusual login attempts. Confirm your account here: http://apple-account-486.com.top/verify/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://google-unlock-902.com.ml/unlock/update/",1
We noticed unusual login attempts. Confirm your account here: http://bankofamerica-secure-389.com.xyz/secure/update/,1
Security alert! Review activity: http://paypal-alert-689.com.gq/alert/update/,1
Your latest bank statement is now available in your online banking portal.,0
Your account is at risk. Reactivate now: http://bankofamerica-unlock-791.com.top/unlock/,1
We noticed unusual login attempts. Confirm your account here: http://apple-signin-511.com.gq/signin/,1
The project is on track for completion. Let me know if you need anything else.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://google-reset-832.com.gq/verify/",1
Unlock your account by confirming your details here: http://microsoft-bank-585.com.xyz,1
You're invited to our annual event! RSVP here.,0
Final notice: click here to keep your account active: http://bankofamerica-bank-388.com.info,1
Your account is at risk. Reactivate now: http://amazon-unlock-579.com.info,1
You're invited to our annual event! RSVP here.,0
Final notice: click here to keep your account active: http://amazon-reset-961.com.cc/reset/update/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Security alert! Review activity: http://ebay-account-945.com.info/secure/,1
Immediate action required: reset your password at http://google-alert-826.com.xyz/alert/account/,1
Immediate action required: reset your password at http://amazon-reset-169.com.info/verify/,1
Your account will be deleted if not verified: http://amazon-confirm-170.com.ru/secure/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
You're invited to our annual event! RSVP here.,0
